idno,name,year,date_from,date_to,cadre,training_name
01JK008900,Shri Dheeraj Gupta,2012,30/04/2012,22/06/2012,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase IV
01JK008901,Dr. Asgar Hassan Samoon,2011,22/08/2011,14/10/2011,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase IV
01JK009200,Dr. Pawan Kotwal,2012,30/04/2012,22/06/2012,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase IV
01JK009300,Shri Rohit Kansal,2008,21/04/2008,11/06/2008,Jammu & Kashmir,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01JK009400,Shri Shailendra Kumar,2010,04/10/2010,26/11/2010,Jammu & Kashmir,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01JK009700,Shri Hirdesh Kumar,2008,16/06/2008,08/08/2008,Jammu & Kashmir,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01JK009701,Ms. Chauhan Sarita Chand,2008,16/06/2008,08/08/2008,Jammu & Kashmir,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01JK009701,Ms. Chauhan Sarita Chand,2014,23/06/2014,14/08/2014,Jammu & Kashmir,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01JK009900,Shri Sanjeev Verma,2009,29/06/2009,21/08/2009,Jammu & Kashmir,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01JK009901,Dr. Mandeep K Bhandari,2009,29/06/2009,21/08/2009,Jammu & Kashmir,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01JK010000,Shri Saurabh Bhagat,2010,07/06/2010,30/07/2010,Jammu & Kashmir,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01JK010200,Shri Ajeet Kumar Sahu,2012,02/07/2012,24/08/2012,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK010300,Ms. Mandeep Kaur,2012,02/07/2012,24/08/2012,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK010400,Shri Pandurang Kondbarao Pole,2013,29/04/2013,21/06/2013,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK806106,Shri Gazzanfer Hussain,2008,16/06/2008,08/08/2008,Jammu & Kashmir,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01JK807003,Shri Ashraf Bukhari,2011,20/06/2011,12/08/2011,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK807005,Smt. Shagufta Parveen,2011,20/06/2011,12/08/2011,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK808003,Shri Shahid Anayatullah,2010,07/06/2010,30/07/2010,Jammu & Kashmir,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01JK809004,Shri Anal Kumar Gupta,2013,29/04/2013,21/06/2013,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK809006,Shri Raj Kumar Bhagat,2013,29/04/2013,21/06/2013,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK809009,Shri Nirmal Sharma,2013,29/04/2013,21/06/2013,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01JK88A006,Md. Afzal Bhat,2013,29/04/2013,21/06/2013,Jammu & Kashmir,Mid Career Programme for IAS Officers - Phase III
01KL012400,Shri E K Bharat Bhushan,2007,01/01/2007,25/01/2007,Kerala,MIC Career Programme for IAS Officers - Phase V
01KL012500,Shri V Somasundaran,2007,01/01/2007,25/01/2007,Kerala,MIC Career Programme for IAS Officers - Phase V
01KL012600,Shri L C Goyal,2007,01/01/2007,25/01/2007,Kerala,MIC Career Programme for IAS Officers - Phase V
01KL013800,Shri G Elias,2010,12/12/2010,14/01/2011,Kerala,Mid Career Programme for IAS Officers- Phase V
01KL012900,Shri Pradeep Kumar Mohanty,2008,06/01/2008,01/02/2008,Kerala,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01KL014000,Dr. Alok Sheel,2010,12/12/2010,14/01/2011,Kerala,Mid Career Programme for IAS Officers- Phase V
01KL013900,Dr. K M Abraham,2011,09/10/2011,11/11/2011,Kerala,Mid Career Programme for IAS Officers - Phase V
01KL014200,Dr. Amarendra Kumar Dubey,2011,09/10/2011,11/11/2011,Kerala,Mid Career Programme for IAS Officers - Phase V
01KL013000,Shri Jiji Thomson,2008,06/01/2008,01/02/2008,Kerala,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01KL014301,Ms. Aruna Sundararajan,2010,12/12/2010,14/01/2011,Kerala,Mid Career Programme for IAS Officers- Phase V
01KL014400,Shri V J Kurian,2011,09/10/2011,11/11/2011,Kerala,Mid Career Programme for IAS Officers - Phase V
01KL013100,Shri Amitabh Kant,2008,06/01/2008,01/02/2008,Kerala,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01KL014500,Dr. Thomas Mathew,2012,01/10/2012,02/11/2012,Kerala,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KL014900,Shri Paul Antony,2011,09/10/2011,11/11/2011,Kerala,Mid Career Programme for IAS Officers - Phase V
01KL014700,Shri Dinesh Sharma,2011,09/10/2011,11/11/2011,Kerala,Mid Career Programme for IAS Officers - Phase V
01KL013400,Dr. S M Vijayanand,2009,05/01/2009,30/01/2009,Kerala,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01KL015200,Shri Tom Jos,2012,01/10/2012,02/11/2012,Kerala,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KL015500,Dr. Anand Kumar,2012,01/10/2012,02/11/2012,Kerala,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KL015400,Shri V S Senthil,2012,01/10/2012,02/11/2012,Kerala,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KL013500,Ms. Nalini Netto,2010,12/12/2010,14/01/2011,Kerala,Mid Career Programme for IAS Officers- Phase V
01KL015700,Shri P Marapandiyan,2012,01/10/2012,02/11/2012,Kerala,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KL015900,Dr. Ajay Kumar,2013,16/09/2013,18/10/2013,Kerala,7th Round MCT Phase 5
01KL016100,Ms. Sheela Thomas,2013,16/09/2013,18/10/2013,Kerala,7th Round MCT Phase 5
01KL016300,Shri Subrata Biswas,2013,16/09/2013,18/10/2013,Kerala,7th Round MCT Phase 5
01KL019100,Dr. Raju Narayanaswamy,2012,30/04/2012,22/06/2012,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL019300,Shri A Jayathilak,2007,21/04/2007,25/05/2007,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KL019400,Ms. Rachna Shah,2007,21/04/2007,25/05/2007,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KL019401,Ms. Ishita Roy,2007,21/04/2007,25/05/2007,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KL019500,Shri B Srinivas,2007,21/04/2007,25/05/2007,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KL019800,Shri Sanjeev Kaushik,2009,01/06/2009,24/07/2009,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01KL019900,Shri Bishwanath Sinha,2009,01/06/2009,24/07/2009,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01KL020100,Dr. K Ellangovan,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020300,Dr.(Ms.) Usha Titus,2011,18/04/2011,10/06/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020500,Dr. Devendra Kumar Dhodawat,2009,01/06/2009,24/07/2009,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01KL020400,Shri Puneet Kumar,2010,04/10/2010,26/11/2010,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01KL020600,Dr. Rajan Namdeo Khobragade,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020601,Shri K Ravindran Jyothilal,2011,18/04/2011,10/06/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020700,Shri Sanjay Garg,2012,30/04/2012,22/06/2012,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020714,Shri A Ajith Kumar,2011,18/04/2011,10/06/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020717,Shri T O Sooraj,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020719,Shri X Anil,2012,30/04/2012,22/06/2012,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL020722,Shri M Sivasankar,2010,04/10/2010,26/11/2010,Kerala,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01KL020800,Shri Rajesh Kumar Sinha,2012,30/04/2012,22/06/2012,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021000,Dr. B Suman,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021100,Shri Mohd A P M Hanish,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021111,Ms. Rani George,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021114,Ms. Sumana N Menon,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021400,Dr.(Ms.) Sharmila Mary Joseph K,2014,23/06/2014,14/08/2014,Kerala,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01KL021200,Shri Minhaj Alam,2011,22/08/2011,14/10/2011,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021500,Shri Rabindra Kumar Agarwal,2012,30/04/2012,22/06/2012,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021600,Shri Shasidhar K Srinivas,2012,30/04/2012,22/06/2012,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021601,Ms. Tinku Biswal,2012,30/04/2012,22/06/2012,Kerala,Mid Career Programme for IAS Officers - Phase IV
01KL021700,Dr. Ashok B,2007,16/06/2007,08/08/2007,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01KL021900,Dr.(Ms.) M Beena,2010,07/06/2010,30/07/2010,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KL021900,Dr.(Ms.) M Beena,2014,23/06/2014,14/08/2014,Kerala,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01KL022000,Shri Ashok Kumar Singh,2008,16/06/2008,08/08/2008,Kerala,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01KL022000,Shri Ashok Kumar Singh,2014,23/06/2014,14/08/2014,Kerala,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01KL022111,Shri A. Shahjahan,2009,29/06/2009,21/08/2009,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01KL022300,Shri Kaul Sanjay Moolchand,2011,20/06/2011,12/08/2011,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL022100,Shri Anand Singh,2008,16/06/2008,08/08/2008,Kerala,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01KL022301,Shri M C Mohandas,2009,29/06/2009,21/08/2009,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01KL022302,Shri V K Balakrishnan,2009,29/06/2009,21/08/2009,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01KL022400,Dr. Dinesh Arora,2010,07/06/2010,30/07/2010,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KL022500,Shri Saurabh Jain,2011,20/06/2011,12/08/2011,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL022600,Dr. Rathan U Kelkar,2011,20/06/2011,12/08/2011,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL806001,Shri A T James,2010,07/06/2010,30/07/2010,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KL807001,Ms. S. Lalithambika,2012,02/07/2012,24/08/2012,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL807002,Shri K. Gopalakrishna Bhat,2012,02/07/2012,24/08/2012,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL808002,Shri E. Devadasan,2012,02/07/2012,24/08/2012,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL808005,Shri P.M. Ali Asgar Pasha,2013,29/04/2013,21/06/2013,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL808006,Shri P.M. Francis,2012,02/07/2012,24/08/2012,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL808007,Shri K.V. Mohan Kumar,2013,29/04/2013,21/06/2013,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL808008,Shri V. Sanal Kumar,2012,02/07/2012,24/08/2012,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL808009,Shri K.N. Satheesh,2012,02/07/2012,24/08/2012,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL906001,Shri P Venugopal,2010,07/06/2010,30/07/2010,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KL907000,Shri V K Baby,2010,07/06/2010,30/07/2010,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KL907300,Ms. Mini Antony,2010,07/06/2010,30/07/2010,Kerala,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KL908001,Shri Bijiu Prabhakar,2013,29/04/2013,21/06/2013,Kerala,Mid Career Programme for IAS Officers - Phase III
01KL908002,Shri M S Jaya,2013,29/04/2013,21/06/2013,Kerala,Mid Career Programme for IAS Officers - Phase III
01KN021700,Shri L V Nagarajan,2008,06/01/2008,01/02/2008,Karnataka,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01KN022700,Dr. Anup K Pujari,2008,06/01/2008,01/02/2008,Karnataka,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01KN022600,Shri Upendra Tripathy,2007,01/01/2007,25/01/2007,Karnataka,MIC Career Programme for IAS Officers - Phase V
01KN023200,Dr. Subash Chandra Khuntia,2009,05/01/2009,30/01/2009,Karnataka,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01KN023300,Shri M N Vijaykumar,2009,05/01/2009,30/01/2009,Karnataka,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01KN023400,Dr. V Umesh,2009,05/01/2009,30/01/2009,Karnataka,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01KN023600,Ms. K Ratnaprabha,2011,09/10/2011,11/11/2011,Karnataka,Mid Career Programme for IAS Officers - Phase V
01KN023800,Shri Shobhana K Pattanayak,2010,12/12/2010,14/01/2011,Karnataka,Mid Career Programme for IAS Officers- Phase V
01KN024000,Shri G Gurucharan,2010,12/12/2010,14/01/2011,Karnataka,Mid Career Programme for IAS Officers- Phase V
01KN024700,Shri T M Vijay Bhaskar,2011,09/10/2011,11/11/2011,Karnataka,Mid Career Programme for IAS Officers - Phase V
01KN024900,Dr. K P Krishnan,2011,09/10/2011,11/11/2011,Karnataka,Mid Career Programme for IAS Officers - Phase V
01KN024800,Shri R Sridharan,2011,09/10/2011,11/11/2011,Karnataka,Mid Career Programme for IAS Officers - Phase V
01KN025100,Shri P B Ramamurthy,2012,01/10/2012,02/11/2012,Karnataka,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KN025300,Shri D N Narasimha Raju,2012,01/10/2012,02/11/2012,Karnataka,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KN025400,Shri P Ravi Kumar,2012,01/10/2012,02/11/2012,Karnataka,6th round of Phase-V  of the MCTP for IAS officers (2012)
01KN025500,Shri M Madan Gopal,2011,09/10/2011,11/11/2011,Karnataka,Mid Career Programme for IAS Officers - Phase V
01KN025600,Shri D V Prasad,2013,16/09/2013,18/10/2013,Karnataka,7th Round MCT Phase 5
01KN025900,Shri N Sivasailam,2013,16/09/2013,18/10/2013,Karnataka,7th Round MCT Phase 5
01KN026601,Ms. Amita Prasad,2013,16/09/2013,18/10/2013,Karnataka,7th Round MCT Phase 5
01KN030000,Shri Nilaya Mitesh,2007,21/04/2007,25/05/2007,Karnataka,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KN030001,Ms. Vandana Gurnani,2007,21/04/2007,25/05/2007,Karnataka,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KN030100,Ms. Vidyavathi V,2007,21/04/2007,25/05/2007,Karnataka,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KN030200,Shri L K Atheeq,2007,21/04/2007,25/05/2007,Karnataka,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01KN030414,Shri T Sham Bhatt,2009,01/06/2009,24/07/2009,Karnataka,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01KN030500,Shri Tushar Giri Nath,2011,18/04/2011,10/06/2011,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN030600,Shri S R Umashankar,2011,18/04/2011,10/06/2011,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN030616,Shri K R Srinivasa,2010,04/10/2010,26/11/2010,Karnataka,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01KN030617,Shri B S Ramaprasad,2011,18/04/2011,10/06/2011,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN030700,Shri Arvind Shrivastava,2012,30/04/2012,22/06/2012,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN030801,Shri N Manjunatha Prasad,2014,23/06/2014,14/08/2014,Karnataka,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01KN030900,Shri M Maheshwar Rao,2011,18/04/2011,10/06/2011,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN031000,Shri T K Anil Kumar,2011,22/08/2011,14/10/2011,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN031200,Shri Rajender Kumar Kataria,2011,22/08/2011,14/10/2011,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN031300,Ms. V Rashmi Mahesh,2011,22/08/2011,14/10/2011,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN031400,Shri Ritesh Kumar Singh,2013,01/07/2013,23/08/2013,Karnataka,8th Round of Phase-IV Mid Career Programme for IAS Officers
01KN031500,Shri Harsh Gupta,2012,30/04/2012,22/06/2012,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN031700,Shri S Selvakumar,2012,30/04/2012,22/06/2012,Karnataka,Mid Career Programme for IAS Officers - Phase IV
01KN031900,Shri Ritvik Ranjanam Pandey,2007,16/06/2007,08/08/2007,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01KN031900,Shri Ritvik Ranjanam Pandey,2013,01/07/2013,23/08/2013,Karnataka,8th Round of Phase-IV Mid Career Programme for IAS Officers
01KN032000,Shri Naveen Raj Singh,2007,16/06/2007,08/08/2007,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01KN032100,Shri P Manivannan,2007,16/06/2007,08/08/2007,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01KN032101,Shri Munish Moudgil,2007,16/06/2007,08/08/2007,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01KN032113,Shri P S Vastrad,2007,16/06/2007,08/08/2007,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01KN032200,Shri M S Srikar,2009,29/06/2009,21/08/2009,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01KN032300,Shri Subodh Yadav,2010,07/06/2010,30/07/2010,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KN032311,Shri N S Channappagowda,2008,16/06/2008,08/08/2008,Karnataka,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01KN032500,Ms. P Hemalatha,2009,29/06/2009,21/08/2009,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01KN032501,Shri V Ponnuraj,2009,29/06/2009,21/08/2009,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01KN032600,Shri Pankaj Kumar Pandey,2010,07/06/2010,30/07/2010,Karnataka,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01KN032700,Shri Darpan Jain,2011,20/06/2011,12/08/2011,Karnataka,Mid Career Programme for IAS Officers - Phase III
